id,label,fl_0,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fs_0,fs_1,fo_0,fo_1
24143,-1,2,0,2,4,1,1,2,2,29,0,0,0,7,0,0,1
24146,-1,2,1,3,2,1,1,0,1,0,1,1,0,0,1,0,1
24148,-1,1,1,4,0,0,0,0,0,1,0,0,0,1,1,0,1
24171,-1,2,0,2,3,1,1,2,2,29,0,0,0,7,0,0,1
24179,-1,2,0,2,3,1,1,2,2,28,0,0,0,8,0,0,1
24214,-1,2,4,5,9,1,1,2,2,28,0,0,0,8,0,0,1
24260,-1,2,0,2,4,1,1,2,2,32,0,0,0,7,0,0,1
24262,-1,2,0,3,3,4,9,2,2,28,0,0,0,7,0,0,1
24264,-1,2,0,2,3,1,1,2,2,31,0,0,0,7,0,0,1
24266,-1,2,0,2,3,15,1,2,2,28,0,0,0,7,0,0,1
24354,-1,3,1,7,3,2,0,0,1,3,1,0,0,1,0,0,1
24362,-1,0,0,10,0,3,1,1,0,1,-1,0,0,6,0,0,1
24384,-1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,1
24391,-1,0,2,3,9,2,3,0,11,0,11,11,0,4,3,0,0
24541,-1,1,0,0,1,3,0,0,0,2,0,0,0,11,0,0,1
24924,-1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
25048,-1,0,0,0,2,1,0,0,4,0,4,4,0,0,0,0,0
25405,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25728,-1,3,0,0,2,0,0,0,2,1,2,2,0,39,8,0,0
25772,-1,4,0,1,7,5,0,1,1,0,0,1,0,9,1,1,0
26166,-1,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
26218,-1,1,0,5,9,1,1,2,0,0,-2,0,0,12,0,0,1
26240,-1,2,4,4,0,2,0,0,0,2,0,0,0,3,0,0,0
26289,-1,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0
26303,-1,1,3,2,2,1,0,0,0,3,0,0,0,1,0,0,0
26397,-1,2,4,4,5,4,1,5,4,2,-1,2,0,0,0,0,0
26573,-1,0,3,2,18,0,0,0,0,0,0,0,0,4,0,0,1
26589,-1,0,3,3,4,0,0,0,0,1,0,0,0,5,0,0,1
26635,-1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
26640,-1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1
26680,-1,6,3,10,19,9,0,8,4,19,-4,0,0,16,0,0,1
26758,-1,2,5,27,17,22,1,2,22,15,20,1,0,13,0,0,1
26759,-1,12,3,17,15,12,2,3,5,15,2,0,0,15,0,0,1
27307,-1,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0
29123,-1,0,2,0,0,1,1,0,3,0,3,3,0,2,1,0,0
29649,-1,0,2,0,0,1,1,0,1,0,1,1,0,2,1,0,0
29765,-1,0,2,0,0,1,1,0,1,0,1,1,0,2,1,0,0
30117,-1,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0
30738,-1,1,0,5,3,6,1,0,0,0,0,0,0,3,1,0,1
30938,-1,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,1
30961,-1,1,0,0,2,0,0,1,0,0,-1,0,0,3,0,0,1
30986,-1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,1
31031,-1,0,0,4,10,0,1,0,0,0,0,0,0,8,0,0,1
31058,-1,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,1
31085,-1,3,1,12,7,14,2,0,4,1,4,4,0,7,0,0,0
31187,-1,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0
31188,-1,1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0
31190,-1,2,0,0,1,1,0,4,0,1,-4,0,0,6,0,0,0
31199,-1,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0
31211,-1,4,4,1,1,1,0,0,2,7,2,0,0,2,0,0,0
31225,-1,8,0,2,1,2,0,1,0,7,-1,0,0,1,0,0,0
31243,-1,6,4,1,1,0,0,0,1,5,1,0,0,1,0,0,0
31265,-1,7,3,1,0,0,0,3,1,6,-2,0,0,1,0,0,0
31269,-1,11,9,57,32,36,1,7,14,31,7,0,0,42,0,0,0
31272,-1,16,8,32,42,44,2,4,11,50,7,0,0,29,0,0,0
31301,-1,6,3,2,1,0,0,3,0,6,-3,0,0,1,0,0,0
31305,-1,1,4,4,4,6,0,0,0,5,0,0,0,2,0,0,0
31306,-1,8,3,2,1,3,0,4,0,6,-4,0,0,1,0,0,0
31318,-1,0,2,2,2,16,0,0,0,3,0,0,0,1,0,0,1
31331,2,15,4,5,2,2,0,1,0,6,-1,0,0,1,0,2,0
31333,2,9,3,1,1,3,0,0,1,31,1,0,0,1,0,2,0
31433,-1,28,1,8,8,1,1,6,9,10,3,0,0,1,1,0,1
31470,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
31603,-1,9,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1
31637,-1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1
31826,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32052,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
32156,-1,0,0,2,7,1,1,0,0,0,0,0,0,1,0,0,0
32158,-1,2,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0
32159,-1,0,3,0,3,1,0,0,0,0,0,0,0,6,1,0,0
32169,-1,0,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0
32172,-1,3,2,2,3,2,0,2,1,0,-1,1,0,1,0,0,0
32177,-1,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0
32180,-1,3,2,2,3,2,0,2,1,0,-1,1,0,0,0,0,0
32222,-1,1,0,1,2,1,0,3,0,0,-3,0,0,1,0,0,0
32260,-1,0,0,14,7,17,0,1,0,1,-1,0,0,1,1,0,0
32295,-1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1
32303,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32313,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32319,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32321,-1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0
32323,-1,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0
32328,-1,0,3,0,3,1,0,0,0,0,0,0,0,6,1,0,0
32332,-1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
32334,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32337,-1,2,0,0,2,1,0,0,1,0,1,1,0,2,0,0,0
32338,-1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
32339,-1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0
32340,-1,0,0,0,4,1,0,0,0,2,0,0,0,2,0,0,0
32341,-1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
32342,-1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0
32344,-1,0,6,0,2,2,2,0,0,1,0,0,0,2,0,0,0
32345,-1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32348,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32350,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32351,-1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0
32352,-1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0
32353,-1,0,2,2,3,2,0,1,9,2,8,4,0,2,0,0,0
32355,-1,0,3,0,3,1,0,0,0,0,0,0,0,6,1,0,0
32358,-1,4,4,2,12,0,0,0,11,0,11,11,0,0,13,0,0
32359,-1,0,6,0,2,2,2,0,0,1,0,0,0,1,0,0,0
32361,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32363,-1,0,3,0,3,1,0,0,0,0,0,0,0,5,1,0,0
32364,-1,2,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0
32365,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32366,-1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
32368,-1,0,0,0,4,1,0,0,0,2,0,0,0,1,0,0,0
32373,-1,0,3,0,3,1,0,0,0,0,0,0,0,5,1,0,0
32377,-1,0,2,2,3,2,0,1,9,2,8,4,0,1,0,0,0
32430,-1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0
32434,-1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0
32436,-1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0
32465,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32471,-1,0,1,0,2,1,4,12,0,2,-12,0,0,1,0,0,0
32473,-1,0,2,0,2,1,6,11,0,2,-11,0,0,0,0,0,0
32486,-1,0,1,0,2,1,12,8,1,1,-7,1,0,1,0,0,0
32518,-1,0,8,1,2,9,2,2,0,2,-2,0,0,0,0,0,0
32524,-1,0,1,0,2,1,6,10,0,2,-10,0,0,1,0,0,0
32532,-1,0,8,1,1,9,2,0,0,1,0,0,0,1,0,0,0
32566,-1,0,8,2,1,9,2,7,0,1,-7,0,0,2,0,0,0
32571,-1,0,8,1,2,9,2,0,0,1,0,0,0,1,0,0,0
32577,-1,1,8,2,2,9,3,4,0,2,-4,0,0,1,0,0,0
32698,-1,0,0,1,3,3,1,0,0,2,0,0,0,1,0,0,0
32703,-1,0,0,1,3,2,1,0,0,1,0,0,0,2,0,0,0
32712,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32779,-1,0,0,1,3,1,2,0,0,4,0,0,0,1,0,0,0
32784,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
32785,-1,0,0,1,3,1,1,1,0,0,-1,0,0,1,0,0,0
32832,-1,0,0,2,3,1,1,0,0,2,0,0,0,0,0,0,0
32838,-1,0,3,1,3,1,10,0,0,3,0,0,0,1,0,0,0
32881,-1,0,1,0,2,1,4,0,0,0,0,0,0,1,0,0,0
32888,-1,0,0,0,2,1,0,9,0,6,-9,0,0,1,0,0,0
32907,-1,0,1,0,2,2,2,2,0,2,-2,0,0,1,0,0,0
32920,-1,0,1,0,2,3,4,2,0,1,-2,0,0,1,0,0,0
32941,-1,0,4,0,2,1,3,1,0,1,-1,0,0,1,0,0,0
33066,-1,0,0,0,1,0,0,1,0,0,-1,0,0,5,0,0,0
33079,2,16,1,1,3,1,0,0,3,0,3,3,1,3,1,1,0
33089,-1,0,0,0,1,0,0,1,0,0,-1,0,0,3,0,0,0
33098,2,81,1,1,61,0,1,15,76,0,61,76,6,3,1,1,0
33099,2,117,1,1,60,0,3,12,102,1,90,102,17,3,1,1,0
33100,2,106,1,1,30,1,1,8,89,0,81,89,11,3,1,1,0
33101,2,52,1,1,19,0,0,9,40,0,31,40,7,3,1,1,0
33102,2,111,1,1,68,0,0,13,91,0,78,91,17,3,1,1,0
33103,2,146,1,1,53,2,2,12,106,0,94,106,6,3,1,1,0
33104,2,97,1,1,50,0,1,3,94,0,91,94,6,3,1,1,0
33105,2,42,1,1,14,0,0,2,24,0,22,24,0,3,1,1,0
33106,2,25,1,1,4,1,0,2,10,0,8,10,1,3,1,1,0
33107,2,16,1,1,3,0,0,0,2,0,2,2,0,3,1,1,0
33109,2,16,1,1,3,0,0,0,2,0,2,2,0,3,1,1,0
33110,2,30,1,1,10,0,2,0,16,0,16,16,0,3,1,1,0
33112,2,37,1,1,15,1,0,0,22,0,22,22,1,3,1,1,0
33115,2,25,1,1,7,0,0,0,8,0,8,8,1,3,1,1,0
33143,2,17,1,1,12,1,0,0,10,1,10,10,7,3,1,1,0
33207,-1,1,8,7,2,13,2,1,2,1,1,2,0,0,0,0,0
33650,-1,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0
33971,1,7,0,2,1,0,0,0,0,4,0,0,0,1,0,1,1
34643,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0
34855,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
34931,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34980,-1,5,0,2,2,0,0,0,0,0,0,0,0,2,0,0,1
34982,-1,4,0,5,0,1,0,4,0,0,-4,0,0,2,0,0,1
35061,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35068,-1,0,0,6,5,3,0,0,7,0,7,7,0,1,0,0,1
35070,-1,6,2,15,11,6,0,9,7,18,-2,0,0,15,0,0,1
35174,-1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1
35199,-1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1
35254,-1,0,6,7,1,1,0,0,0,6,0,0,0,1,1,0,1
35456,2,17,0,0,26,0,0,0,40,23,40,1,1,4,1,1,0
35467,-1,17,3,4,28,0,0,8,40,8,32,5,0,8,1,1,0
35472,-1,16,0,1,25,0,0,1,40,5,39,8,0,4,1,1,0
35720,-1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
35727,2,39,4,5,17,1,2,65,31,24,-34,1,2,58,0,1,0
35834,-1,13,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0
35836,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35847,-1,13,0,2,0,0,0,13,0,0,-13,0,0,3,3,1,0
35850,-1,12,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0
35877,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
35975,-1,9,0,1,21,6,0,3,20,8,17,2,0,6,0,0,0
36481,-1,0,0,0,0,0,1,0,0,2,0,0,0,4,4,0,0
36774,1,20,2,2,11,11,0,2,13,2,11,6,2,8,0,1,0
36790,1,19,2,2,11,12,1,0,13,2,13,6,0,7,0,1,0
37343,-1,16,2,2,19,12,0,0,23,1,23,23,0,12,0,2,0
37382,2,19,2,2,11,11,0,0,13,1,13,13,1,8,0,1,0
37696,-1,13,2,2,10,11,0,0,13,7,13,1,0,13,0,0,0
37714,1,24,2,2,11,13,1,0,13,6,13,2,0,7,0,1,0
37719,1,21,2,2,11,12,0,1,13,5,12,2,1,7,0,1,0
37933,2,28,2,1,1,3,0,0,0,6,0,0,0,16,1,0,0
37992,1,17,2,2,18,11,1,1,16,3,15,5,0,7,0,1,0
38031,2,21,2,6,10,11,0,2,13,2,11,6,0,7,0,1,0
38182,-1,10,2,2,10,11,0,0,13,0,13,13,2,8,0,0,0
38391,2,36,2,2,16,23,9,0,13,9,13,1,1,7,0,1,0
38857,2,22,2,2,11,21,10,0,13,10,13,1,0,7,0,1,0
38860,2,22,2,2,12,21,10,2,13,10,11,1,0,7,0,1,0
38861,2,23,2,4,13,21,2,0,15,2,15,7,0,7,0,1,0
38863,2,39,2,2,13,23,11,0,13,10,13,1,0,7,0,1,0
38864,2,21,2,2,25,21,10,1,27,11,26,2,2,7,0,1,0
39258,2,31,2,2,11,24,6,0,13,6,13,2,0,7,0,1,0
39259,2,39,3,2,18,23,10,0,13,10,13,1,0,7,0,1,0
39260,2,41,2,2,14,29,10,0,13,11,13,1,0,7,0,1,0
39261,2,39,2,2,11,28,11,0,13,10,13,1,0,7,0,1,0
39262,2,35,2,2,13,25,11,0,13,10,13,1,1,7,0,1,0
39263,2,40,2,2,11,22,11,0,13,10,13,1,0,7,0,1,0
39264,2,43,2,3,12,24,11,0,13,10,13,1,0,7,0,1,0
39265,2,37,2,2,14,24,10,0,13,11,13,1,0,7,0,1,0
39266,2,41,2,2,11,21,10,0,13,10,13,1,0,7,0,1,0
39407,2,41,2,3,17,22,11,0,13,10,13,1,0,7,0,1,0
39408,2,36,2,2,14,25,12,0,13,10,13,1,0,7,0,1,0
39409,2,40,3,2,11,26,12,0,13,10,13,1,0,7,0,1,0
39425,2,36,2,2,13,24,10,0,13,12,13,1,0,7,0,1,0
39426,2,37,2,2,11,22,10,0,13,10,13,1,0,7,0,1,0
39427,2,38,2,2,11,21,11,0,13,11,13,1,0,7,0,1,0
39428,2,42,2,2,12,22,10,0,13,11,13,1,0,7,0,1,0
39429,2,37,2,2,11,27,10,0,13,10,13,1,1,7,0,1,0
39430,2,41,2,3,13,27,10,0,13,13,13,1,0,7,0,1,0
39431,2,41,2,2,15,23,10,0,15,10,15,1,0,7,0,1,0
39432,2,36,2,3,16,25,11,0,13,12,13,1,0,7,0,1,0
39517,2,22,2,2,12,21,10,2,13,10,11,1,0,7,0,1,0
39520,2,21,2,2,11,21,2,0,13,2,13,6,0,7,0,1,0
39541,2,21,2,2,11,21,2,0,13,2,13,6,0,7,0,1,0
39598,2,22,2,2,11,21,10,0,13,10,13,1,0,7,0,1,0
39599,2,21,2,2,11,21,8,0,13,8,13,1,0,7,0,1,0
39660,2,21,2,2,11,21,8,0,13,8,13,1,0,7,0,1,0
39977,-1,10,2,2,10,11,0,0,13,0,13,13,0,8,0,0,0
40282,1,11,2,2,10,11,1,0,13,1,13,13,0,7,0,0,0
40536,2,43,2,2,11,22,10,3,13,10,10,1,0,7,0,1,0
40577,2,37,2,2,12,24,10,0,13,12,13,1,0,7,0,1,0
40578,2,50,9,8,16,25,16,14,15,10,1,1,0,7,0,1,0
40621,2,37,2,2,12,22,10,0,13,11,13,1,0,7,0,1,0
40929,2,37,2,2,12,27,10,0,13,10,13,1,0,7,0,1,0
40930,2,44,2,2,12,23,11,0,13,10,13,1,0,7,0,1,0
40931,2,42,2,2,13,23,10,0,13,11,13,1,0,7,0,1,0
40932,2,37,2,2,11,23,10,0,13,10,13,1,0,7,0,1,0
40933,2,38,2,2,19,29,13,4,13,10,9,1,0,7,0,1,0
40934,2,43,2,2,12,21,11,9,13,11,4,1,1,7,0,1,0
40951,2,43,2,2,11,22,10,3,13,10,10,1,0,7,0,1,0
40952,2,37,2,2,12,23,11,3,13,11,10,1,0,7,0,1,0
40953,2,39,2,2,13,26,12,0,13,11,13,1,0,7,0,1,0
41009,2,37,2,2,12,23,11,3,13,11,10,1,0,7,0,1,0
41010,2,36,2,2,26,24,10,1,13,14,12,0,0,7,0,1,0
41075,2,35,2,2,11,22,5,0,13,10,13,1,0,7,0,1,0
41259,2,32,2,2,11,21,9,0,13,8,13,1,0,7,0,1,0
41264,2,37,2,3,11,22,11,0,13,10,13,1,0,7,0,1,0
41265,2,37,2,2,11,24,10,0,13,10,13,1,0,7,0,1,0
41266,2,39,2,2,14,23,9,0,13,10,13,1,0,7,0,1,0
41288,2,38,2,4,13,25,10,1,13,10,12,1,0,7,0,1,0
41291,2,35,2,2,11,21,10,0,13,10,13,1,0,7,0,1,0
41560,1,11,2,4,11,11,1,0,13,1,13,13,0,7,0,0,0
42330,2,25,3,2,18,24,11,0,13,11,13,1,1,7,0,1,0
42448,2,22,3,2,11,21,10,3,13,10,10,1,1,7,0,1,0
42499,2,22,3,2,11,21,10,3,13,10,10,1,1,7,0,1,0
42715,2,43,2,2,11,22,12,0,13,10,13,1,1,7,0,1,0
43532,2,43,3,2,14,22,14,1,13,10,12,1,0,7,0,1,0
43535,2,36,2,2,11,21,10,0,13,10,13,1,0,7,0,1,0
43749,2,36,2,2,21,22,2,1,23,10,22,2,1,7,0,1,0
44662,2,40,3,2,17,26,11,10,13,10,3,1,0,7,0,1,0
45223,-1,21,2,6,10,11,0,2,13,2,11,6,0,7,0,1,0
45429,2,38,2,2,11,21,10,1,13,10,12,1,0,7,0,1,0
45430,2,36,2,2,11,21,11,0,13,10,13,1,0,7,0,1,0
45434,2,37,2,2,11,22,10,0,13,10,13,1,0,7,0,1,0
45435,2,37,2,2,11,22,10,0,13,10,13,1,0,7,0,1,0
45641,1,19,2,2,11,11,1,1,13,0,12,13,0,8,0,1,0
45687,2,35,2,2,11,21,10,0,13,10,13,1,0,7,0,1,0
45688,2,42,2,3,17,24,14,0,13,10,13,1,0,7,0,1,0
45969,-1,1,1,4,1,3,0,2,1,0,-1,1,0,9,0,0,0
46204,-1,7,0,1,2,0,0,1,1,2,0,0,0,6,0,1,0
46360,-1,0,0,1,1,1,0,1,1,0,0,1,0,7,0,0,0
46383,-1,1,0,0,0,2,0,1,1,0,0,1,0,8,0,0,0
46473,-1,5,1,21,6,8,27,11,5,0,-6,5,0,13,0,0,0
46486,-1,3,0,11,3,2,0,3,1,6,-2,0,0,10,0,0,0
46547,2,6,1,0,3,1,2,1,3,7,2,0,0,11,0,1,0
46781,-1,0,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0
46791,-1,7,1,3,9,11,56,9,1,1,-8,1,0,13,0,0,0
47311,1,3,2,3,2,5,0,0,1,0,1,1,0,1,0,1,0
47326,-1,0,0,1,4,0,0,1,5,0,4,5,0,4,0,0,0
47625,2,19,0,3,4,5,0,6,7,8,1,0,0,6,0,1,0
47634,2,26,0,1,3,6,0,3,6,9,3,0,0,6,0,1,0
47661,2,18,0,1,3,2,0,3,6,5,3,1,0,6,0,1,0
47776,-1,0,0,3,0,1,2,10,5,9,-5,0,0,2,0,0,0
47852,-1,1,0,3,3,0,0,10,3,0,-7,3,0,27,0,0,0
48015,-1,1,0,0,4,5,0,0,3,0,3,3,0,2,0,0,0
48081,-1,0,0,2,1,0,0,0,4,7,4,0,0,1,9,0,0
48181,1,11,0,0,9,3,0,0,4,4,4,1,0,2,0,3,0
48184,1,11,0,1,9,3,0,0,4,4,4,1,0,2,0,3,0
48216,2,38,0,2,11,3,0,6,6,30,0,0,0,3,0,1,0
48251,2,27,0,0,10,3,0,0,3,8,3,0,0,2,0,3,0
48323,-1,7,1,0,0,1,2,0,0,4,0,0,0,4,0,0,0
48734,2,9,6,4,3,1,0,2,3,4,1,0,0,7,0,1,0
48834,-1,11,1,0,1,2,1,7,1,0,-6,1,0,1,0,0,0
48836,2,18,1,2,4,0,2,31,3,45,-28,0,0,1,0,1,0
48838,1,18,1,2,2,0,1,8,0,1,-8,0,0,2,0,2,0
48840,-1,22,1,0,2,0,1,8,0,21,-8,0,0,1,0,3,0
48844,2,29,1,0,6,2,3,68,3,94,-65,0,0,1,0,3,0
48846,1,10,1,1,1,0,1,8,0,1,-8,0,0,1,0,2,0
48851,2,23,2,0,2,0,1,16,0,31,-16,0,0,1,0,2,0
48852,2,21,1,0,1,0,1,29,0,35,-29,0,0,1,0,3,0
48857,2,13,1,0,1,0,1,14,0,9,-14,0,0,1,0,1,0
48858,2,15,1,0,3,0,1,15,0,10,-15,0,0,1,0,2,0
48860,-1,22,1,0,4,0,1,8,1,1,-7,1,0,1,0,2,0
48864,-1,16,1,8,5,8,1,2,15,1,13,15,0,5,0,0,0
48894,-1,21,1,4,5,6,2,2,15,1,13,15,0,2,0,1,0
51839,-1,1,62,1,26,16,0,1,103,0,102,103,0,8,1,0,0
55925,-1,2,61,1,26,19,0,1,103,0,102,103,0,10,1,0,0
56718,-1,1,60,1,26,16,0,1,103,0,102,103,0,6,1,0,0
57211,-1,1,61,1,26,16,0,1,104,0,103,104,0,7,1,0,0
58029,-1,6,0,1,3,4,3,6,1,2,-5,0,0,2,0,0,0
58170,1,3,1,3,2,5,0,0,1,1,1,1,0,1,0,1,0
58199,-1,11,0,1,26,4,3,0,20,7,20,2,0,13,1,0,0
58316,1,10,1,1,2,0,0,0,0,3,0,0,0,3,0,2,0
58319,1,13,1,1,5,0,0,0,1,3,1,0,0,3,0,2,0
58325,-1,0,18,0,0,1,0,0,0,0,0,0,0,3,1,0,0
58342,1,10,1,1,2,0,0,0,1,3,1,0,0,3,0,2,0
58343,1,10,1,0,3,0,0,0,1,3,1,0,0,3,0,2,0
58348,1,9,1,0,2,0,0,0,0,3,0,0,0,3,0,2,0
58349,1,10,1,0,2,0,0,3,0,3,-3,0,0,3,0,2,0
58350,1,9,1,0,2,0,0,0,1,3,1,0,0,3,0,2,0
58354,1,10,4,1,2,0,0,0,1,3,1,0,3,3,0,2,0
58422,-1,5,0,2,2,6,0,4,0,1,-4,0,0,15,1,0,0
58449,-1,2,0,0,0,0,3,0,1,0,1,1,0,1,1,0,0
58646,-1,19,1,1,3,2,0,0,2,0,2,2,0,1,0,1,0
58696,-1,0,0,0,0,0,0,2,0,0,-2,0,0,1,0,0,0
58697,-1,0,0,0,0,0,0,14,0,0,-14,0,0,1,0,0,0
58729,-1,0,0,2,0,0,0,17,0,0,-17,0,0,6,0,0,0
58969,1,9,0,0,2,2,0,5,0,5,-5,0,0,0,0,2,0
58974,-1,2,1,11,4,2,0,28,2,4,-26,0,0,1,0,0,0
59183,1,9,0,0,5,2,0,7,2,5,-5,0,0,0,0,2,0
59675,-1,5,0,0,4,8,0,0,3,1,3,3,0,3,0,1,0
59715,-1,3,0,0,6,10,1,0,2,0,2,2,0,2,0,0,0
59857,-1,3,0,0,3,8,0,0,2,0,2,2,0,2,0,0,0
59933,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60150,-1,3,0,0,3,8,0,0,2,0,2,2,0,2,0,0,0
60300,-1,8,0,0,3,8,0,0,2,10,2,0,0,4,0,1,0
60530,-1,7,0,0,37,2,0,0,50,0,50,50,0,17,0,0,0
60533,-1,3,0,0,28,2,0,0,30,0,30,30,0,1,0,0,0
60535,-1,3,0,0,29,4,0,0,35,2,35,17,0,1,0,0,0
60540,-1,8,0,0,26,2,0,0,28,1,28,28,0,1,0,1,0
60541,-1,8,0,0,34,2,0,0,34,0,34,34,0,1,0,1,0
60547,-1,9,0,0,32,3,0,0,35,1,35,35,0,1,0,1,0
60549,-1,11,0,3,20,4,0,0,21,1,21,21,0,4,0,0,0
60553,-1,3,0,0,33,2,0,0,34,0,34,34,0,1,0,0,0
61153,-1,1,0,0,3,3,0,0,11,1,11,11,0,10,0,0,0
61349,-1,6,0,7,4,3,0,10,5,1,-5,5,0,10,0,0,0
61478,-1,3,0,0,6,2,0,27,6,1,-21,6,0,69,0,0,0
61588,-1,1,0,0,4,3,0,2,4,1,2,4,0,10,2,0,0
61679,-1,8,0,0,1,1,0,0,0,7,0,0,0,5,0,1,0
61787,-1,19,0,0,0,3,0,0,0,14,0,0,0,5,0,1,0
62259,-1,0,0,0,4,1,0,0,0,2,0,0,0,3,0,0,0
62322,-1,0,0,0,0,1,0,4,0,2,-4,0,0,3,1,0,0
62495,-1,4,2,3,5,7,4,0,0,2,0,0,0,5,0,1,0
62584,-1,17,2,2,5,15,4,0,0,8,0,0,0,24,0,2,0
63067,-1,0,0,1,2,0,0,0,1,6,1,0,0,14,0,0,0
63098,-1,0,1,3,3,0,0,0,1,4,1,0,0,15,0,0,0
63252,-1,6,0,1,16,6,0,0,15,1,15,15,0,7,0,1,0
63260,-1,6,0,1,9,1,0,0,8,1,8,8,0,1,0,0,0
63450,-1,2,1,2,9,0,0,1,9,1,8,9,0,1,0,0,0
63530,-1,3,0,0,12,5,0,0,12,0,12,12,0,5,0,0,0
63584,-1,3,0,1,14,6,0,0,14,0,14,14,0,5,0,0,0
63717,-1,2,0,0,6,7,0,0,5,1,5,5,0,3,0,1,0
63854,1,4,1,1,1,1,0,0,0,5,0,0,0,4,0,1,0
64049,-1,3,0,4,17,5,0,0,16,0,16,16,0,6,0,0,0
64333,-1,0,0,1,1,8,0,1,1,4,0,0,0,4,0,0,0
64471,-1,0,0,0,11,3,0,0,16,3,16,5,0,6,6,0,0
64552,-1,0,0,0,8,9,0,1,6,4,5,1,0,3,0,0,0
64860,-1,3,0,1,1,11,0,1,1,2,0,0,0,4,0,0,0
65094,-1,0,0,0,1,9,0,1,1,2,0,0,0,4,0,0,0
65314,-1,1,0,0,2,9,0,1,2,2,1,1,0,6,0,0,0
65357,-1,0,0,0,1,9,0,1,1,2,0,0,0,5,0,0,0
65360,-1,0,0,2,6,9,0,1,9,3,8,3,0,5,0,0,0
