id	label	judge	prob	f01|E:url[seminar]	f02|#:text[abstract]	f03|#:text[location]	f04|#:text[LOCATION]	f05|#:text[speaker]	f06|#:text[SPEAKER]	f07|#:text[date|time]	f08|#:text[DATE|TIME]	f09|#:tag[img]	f10|#:text[tbc/tba]	f11|#:tag[table]	f12|#:url[neg_word]	f13|#:text[seminar]
13368	-1	-1	1.0	0	1	3	4	7	0	7	5	5	0	0	1	2
13386	-1	-1	1.0	0	1	3	4	7	0	7	12	6	0	0	1	2
13436	-1	-1	1.0	0	1	3	4	7	0	7	4	5	0	0	1	2
13455	-1	-1	1.0	0	0	5	27	0	0	2	2	13	0	0	0	0
13533	-1	1	1.0	0	1	6	10	7	0	7	4	6	0	0	1	2
13543	-1	-1	1.0	0	1	3	4	7	0	8	8	5	0	0	1	2
13546	1	-1	1.0	2	0	3	1	8	1	5	2	10	0	0	0	6
13557	-1	-1	1.0	0	1	3	5	7	0	8	8	5	0	0	1	2
13561	-1	-1	1.0	0	1	3	4	7	0	7	5	5	0	0	1	2
13583	-1	-1	1.0	0	1	3	5	7	0	15	11	5	0	0	1	2
13599	-1	-1	1.0	0	0	4	22	0	0	0	0	2	0	0	1	0
13615	-1	-1	1.0	0	1	3	8	7	0	7	5	5	0	0	1	2
13617	1	1	1.0	0	1	5	4	8	0	7	5	5	0	0	1	2
13624	-1	-1	1.0	0	1	3	4	7	0	7	4	10	0	0	1	2
13631	-1	-1	1.0	0	1	3	4	7	0	7	4	10	0	0	1	2
13679	-1	-1	1.0	0	1	3	5	7	0	9	8	9	0	0	1	2
13684	-1	-1	1.0	0	1	3	5	7	0	9	8	9	0	0	1	2
13702	-1	-1	1.0	0	1	3	5	7	0	9	8	9	0	0	1	2
13739	-1	-1	1.0	0	1	19	26	11	0	11	20	13	0	0	1	2
14012	-1	-1	1.0	0	1	3	11	7	0	7	7	5	0	0	1	2
14014	-1	-1	1.0	0	1	3	4	7	0	11	7	5	0	0	1	2
14059	-1	-1	1.0	0	0	5	1	0	0	6	1	12	0	0	0	0
14068	-1	-1	1.0	0	1	5	9	7	0	7	11	7	0	0	1	2
14071	-1	1	1.0	0	1	7	6	11	0	8	12	4	0	0	1	2
14083	1	-1	1.0	0	2	18	19	16	0	12	36	22	0	0	1	3
14089	-1	2	1.0	0	1	7	13	10	0	11	5	7	0	0	1	2
14100	-1	-1	1.0	0	1	21	34	11	0	13	32	16	0	0	1	2
14124	-1	-1	1.0	0	1	3	6	7	0	7	6	4	0	0	1	2
14136	-1	-1	1.0	0	3	13	135	38	51	36	30	105	0	0	1	7
14168	-1	1	1.0	0	1	4	9	9	0	8	5	5	0	0	1	2
14184	-1	-1	1.0	0	1	4	4	7	0	7	4	5	0	0	1	2
14196	1	1	1.0	0	1	6	6	7	0	7	5	5	0	0	1	2
14200	-1	-1	1.0	0	1	3	6	7	0	7	6	4	0	0	1	2
14206	1	-1	1.0	0	1	5	7	8	0	13	20	8	0	0	1	3
14215	1	1	1.0	0	1	5	4	8	0	9	5	5	0	0	1	2
14246	-1	-1	1.0	0	1	3	5	7	0	7	5	5	0	0	1	2
14247	-1	-1	1.0	0	1	3	4	7	0	7	4	5	0	0	1	2
14311	-1	1	1.0	0	1	12	16	9	0	8	6	5	0	0	1	2
14396	1	1	1.0	1	1	5	5	9	0	7	9	5	0	0	1	5
14418	-1	1	1.0	0	2	7	4	10	0	8	9	4	0	0	1	2
14479	-1	-1	1.0	0	4	11	8	14	0	8	13	5	0	0	1	2
14518	-1	-1	1.0	0	0	1	0	0	1	1	4	1	0	0	0	0
14556	-1	-1	1.0	0	1	3	4	7	0	7	5	5	0	0	1	2
14576	2	2	1.0	0	8	42	12	33	0	11	44	15	0	0	1	2
14577	2	2	1.0	0	8	42	12	33	0	11	41	14	0	0	1	2
14581	2	2	1.0	0	4	29	22	23	0	10	49	17	0	0	1	4
15298	-1	-1	1.0	0	0	9	32	0	0	2	0	3	0	0	0	2
15384	-1	-1	1.0	0	0	0	0	0	0	0	0	22	0	0	0	1
15529	-1	-1	1.0	0	2	2	2	2	0	8	1	7	0	3	0	0
15843	2	2	1.0	1	0	24	32	2	23	6	17	13	0	0	0	62
17931	-1	-1	1.0	0	0	5	0	1	0	1	0	1	0	0	0	5
18037	-1	-1	1.0	0	0	6	1	1	0	2	1	1	0	0	0	7
18590	-1	-1	1.0	0	0	1	0	7	0	4	7	16	0	0	1	1
18610	1	1	1.0	1	2	1	0	2	8	0	2	4	0	0	0	4
18611	1	1	1.0	1	2	1	0	3	7	0	1	4	0	0	0	6
18973	2	2	1.0	1	0	0	1	4	2	3	26	1	1	2	0	30
19085	1	2	1.0	1	0	2	1	0	1	1	0	4	0	1	0	6
19087	1	1	1.0	1	0	1	0	0	2	2	1	4	0	0	0	6
19142	-1	1	1.0	1	0	0	1	0	0	1	10	1	0	3	0	4
19447	-1	-1	1.0	0	0	0	4	0	0	2	1	1	0	0	0	1
19744	-1	-1	1.0	0	0	0	3	0	0	3	7	1	0	1	0	1
21139	-1	-1	1.0	0	0	3	0	0	0	4	1	16	0	1	0	4
21416	-1	-1	1.0	0	1	5	3	5	0	1	0	4	0	0	0	0
21440	-1	-1	1.0	0	0	0	0	1	0	2	0	2	0	0	0	0
21446	-1	-1	1.0	0	0	2	0	8	2	1	1	9	0	1	0	3
21645	-1	-1	1.0	0	0	0	0	1	16	1	0	6	0	0	0	1
21819	-1	-1	1.0	0	0	2	0	0	0	1	0	6	0	0	0	1
21896	-1	-1	1.0	0	0	1	1	0	0	0	0	1	0	0	0	1
21918	2	-1	1.0	1	0	0	0	0	0	1	0	5	0	0	0	8
21921	2	-1	1.0	1	0	0	0	0	0	1	0	5	0	0	0	8
21974	-1	-1	1.0	0	0	0	0	0	0	1	1	2	0	1	0	0
22112	-1	1	1.0	1	0	4	2	0	0	2	3	10	0	1	0	15
22166	-1	-1	1.0	0	0	1	1	1	0	2	0	2	0	0	0	0
22194	-1	-1	1.0	0	0	0	0	0	0	1	0	1	0	0	0	0
22794	-1	-1	1.0	0	0	4	4	4	0	4	1	1	0	0	1	2
23008	-1	-1	1.0	0	0	0	0	1	0	0	1	1	0	0	1	6
23010	-1	-1	1.0	0	0	1	0	1	0	0	1	1	0	0	1	6
23033	-1	-1	1.0	0	2	12	1	0	0	16	2	3	0	1	0	0
23073	-1	-1	1.0	0	0	4	6	2	0	0	16	1	0	0	1	11
23412	-1	-1	1.0	0	0	1	0	2	0	0	1	2	0	0	1	0
23461	-1	-1	1.0	0	0	1	0	4	0	3	3	2	0	0	1	0
23466	-1	-1	1.0	0	2	14	1	1	0	17	3	4	0	2	0	0
23642	-1	-1	1.0	0	5	11	0	0	0	15	1	3	0	1	0	0
23669	-1	-1	1.0	0	0	13	0	1	1	15	1	3	0	1	0	1
23690	-1	-1	1.0	0	0	11	1	0	0	15	1	3	0	1	0	3
23711	-1	-1	1.0	0	0	1	0	1	0	0	4	2	0	0	1	0
23807	-1	-1	1.0	0	1	5	1	9	2	4	47	2	0	0	1	5
23847	-1	-1	1.0	0	0	11	0	2	0	15	1	4	0	1	0	0
23864	-1	-1	1.0	0	2	11	6	1	0	15	1	4	0	1	0	0
23881	-1	-1	1.0	0	0	11	0	0	0	16	0	2	0	0	0	0
23903	-1	-1	1.0	0	2	3	2	3	2	1	29	7	0	0	1	2
24105	1	2	1.0	1	1	3	2	4	2	1	28	7	0	0	1	7
24146	-1	-1	1.0	0	1	2	1	3	0	1	0	0	0	1	1	2
24148	-1	-1	1.0	0	0	0	0	4	0	0	1	1	0	1	1	1
24264	-1	-1	1.0	0	1	3	2	2	2	1	31	7	0	0	1	2
24354	-1	-1	1.0	0	0	3	1	7	0	2	3	1	0	0	1	3
24362	-1	-1	1.0	0	1	0	0	10	1	3	1	6	0	0	1	0
24384	-1	-1	1.0	0	0	0	0	6	0	1	0	1	0	0	1	0
24391	-1	-1	1.0	0	3	9	10	3	0	2	0	4	0	3	0	0
24541	-1	-1	1.0	0	0	1	0	0	0	3	2	11	0	0	1	1
25048	-1	-1	1.0	0	0	2	4	0	0	1	0	0	0	0	0	0
25405	-1	-1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
26218	-1	-1	1.0	0	1	9	0	5	2	1	0	12	0	0	1	1
26240	-1	-1	1.0	0	0	0	0	4	0	2	2	3	0	0	0	2
26640	-1	-1	1.0	0	0	0	0	4	0	1	1	0	0	0	1	0
26680	-1	-1	1.0	0	0	19	4	10	8	9	19	16	0	0	1	6
30738	-1	-1	1.0	0	1	3	0	5	0	6	0	3	0	1	1	1
30938	-1	-1	1.0	0	0	7	0	0	0	0	0	6	0	0	1	0
30961	-1	-1	1.0	0	0	2	0	0	1	0	0	3	0	0	1	1
30986	-1	-1	1.0	0	0	2	0	1	0	0	0	3	0	0	1	0
31031	-1	-1	1.0	0	1	10	0	4	0	0	0	8	0	0	1	0
31187	-1	-1	1.0	0	0	0	0	3	0	0	0	3	0	0	0	1
31190	-1	-1	1.0	0	0	1	0	0	4	1	1	6	0	0	0	2
31211	-1	-1	1.0	0	0	1	0	1	0	1	7	2	0	0	0	4
31225	-1	-1	1.0	0	0	1	0	2	1	2	7	1	0	0	0	8
31265	-1	-1	1.0	0	0	0	0	1	3	0	6	1	0	0	0	7
31272	-1	-1	1.0	0	2	42	11	32	4	44	50	29	0	0	0	16
31318	-1	-1	1.0	0	0	2	0	2	0	16	3	1	0	0	1	0
31331	2	2	1.0	2	0	2	0	5	1	2	6	1	0	0	0	15
31333	2	1	1.0	2	0	1	1	1	0	3	31	1	0	0	0	9
31470	-1	-1	1.0	0	0	0	0	1	0	0	1	0	0	0	1	0
31603	-1	1	1.0	1	0	0	0	1	0	0	2	0	0	0	1	9
31826	-1	-1	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0
32052	-1	-1	1.0	1	0	0	0	0	0	0	0	7	0	0	0	0
32156	-1	-1	1.0	0	1	7	0	2	0	1	0	1	0	0	0	0
32169	-1	-1	1.0	0	1	7	0	2	0	1	0	0	0	0	0	0
32222	-1	-1	1.0	0	0	2	0	1	3	1	0	1	0	0	0	1
32260	-1	-1	1.0	0	0	7	0	14	1	17	1	1	0	1	0	0
32319	-1	-1	1.0	0	0	2	0	0	0	1	0	1	0	0	0	0
32321	-1	-1	1.0	0	0	2	0	0	0	1	0	2	0	0	0	0
32328	-1	-1	1.0	0	0	3	0	0	0	1	0	6	0	1	0	0
32339	-1	-1	1.0	0	0	2	0	0	0	1	0	2	0	0	0	0
32351	-1	-1	1.0	0	0	2	0	0	0	2	0	1	0	0	0	0
32352	-1	-1	1.0	0	0	3	0	0	0	1	0	2	0	0	0	0
32355	-1	-1	1.0	0	0	3	0	0	0	1	0	6	0	1	0	0
32359	-1	-1	1.0	0	2	2	0	0	0	2	1	1	0	0	0	0
32363	-1	-1	1.0	0	0	3	0	0	0	1	0	5	0	1	0	0
32365	-1	-1	1.0	0	0	2	0	0	0	1	0	1	0	0	0	0
32434	-1	-1	1.0	0	1	3	0	1	0	1	0	1	0	0	0	0
32436	-1	-1	1.0	0	1	3	0	1	0	1	0	1	0	0	0	0
32465	-1	-1	1.0	0	0	2	0	0	0	1	0	1	0	0	0	0
32471	-1	-1	1.0	0	4	2	0	0	12	1	2	1	0	0	0	0
32473	-1	-1	1.0	0	6	2	0	0	11	1	2	0	0	0	0	0
32518	-1	-1	1.0	0	2	2	0	1	2	9	2	0	0	0	0	0
32577	-1	-1	1.0	0	3	2	0	2	4	9	2	1	0	0	0	1
32712	-1	-1	1.0	0	0	2	0	0	0	1	0	1	0	0	0	0
32779	-1	-1	1.0	0	2	3	0	1	0	1	4	1	0	0	0	0
32785	-1	-1	1.0	0	1	3	0	1	1	1	0	1	0	0	0	0
32832	-1	-1	1.0	0	1	3	0	2	0	1	2	0	0	0	0	0
32838	-1	-1	1.0	0	10	3	0	1	0	1	3	1	0	0	0	0
32888	-1	-1	1.0	0	0	2	0	0	9	1	6	1	0	0	0	0
32907	-1	-1	1.0	0	2	2	0	0	2	2	2	1	0	0	0	0
33079	2	2	1.0	1	0	3	2	1	0	1	0	3	1	1	0	16
33098	2	2	1.0	1	1	61	60	1	15	0	0	3	6	1	0	81
33099	2	2	1.0	1	3	60	59	1	12	0	1	3	17	1	0	117
33101	2	2	1.0	1	0	19	24	1	9	0	0	3	7	1	0	52
33102	2	2	1.0	1	0	68	67	1	13	0	0	3	17	1	0	111
33106	2	2	1.0	1	0	4	3	1	2	1	0	3	1	1	0	25
33110	2	2	1.0	1	2	10	9	1	0	0	0	3	0	1	0	30
33143	2	2	1.0	1	0	12	10	1	0	1	1	3	7	1	0	17
33650	-1	-1	1.0	0	1	0	0	1	0	0	0	7	0	0	0	0
34643	-1	-1	1.0	0	0	0	0	0	0	0	0	7	0	20	0	0
35254	-1	-1	1.0	0	0	1	0	7	0	1	6	1	0	1	1	0
35467	-1	2	1.0	1	0	28	38	4	8	0	8	8	0	1	0	17
35472	-1	2	1.0	1	0	25	38	1	1	0	5	4	0	1	0	16
35720	-1	-1	1.0	0	0	0	0	0	0	1	0	8	0	0	0	1
35727	2	2	1.0	1	2	17	24	5	65	1	24	58	2	0	0	39
35834	-1	-1	1.0	1	0	0	0	1	0	0	0	3	0	3	0	13
35836	-1	-1	1.0	1	0	0	0	0	0	0	0	0	0	1	0	2
35847	-1	2	1.0	1	0	0	0	2	13	0	0	3	0	3	0	13
35877	-1	-1	1.0	0	0	0	0	0	0	0	0	6	0	1	0	0
36790	1	-1	1.0	1	1	11	13	2	0	12	2	7	0	0	0	19
37382	2	-1	1.0	1	0	11	13	2	0	11	1	8	1	0	0	19
37719	1	1	1.0	1	0	11	13	2	1	12	5	7	1	0	0	21
37933	2	-1	1.0	0	0	1	0	1	0	3	6	16	0	1	0	28
38031	2	-1	1.0	1	0	10	13	6	2	11	2	7	0	0	0	21
38857	2	2	1.0	1	10	11	13	2	0	21	10	7	0	0	0	22
38861	2	-1	1.0	1	2	13	15	4	0	21	2	7	0	0	0	23
38863	2	2	1.0	1	11	13	13	2	0	23	10	7	0	0	0	39
39261	2	2	1.0	1	11	11	13	2	0	28	10	7	0	0	0	39
39266	2	2	1.0	1	10	11	13	2	0	21	10	7	0	0	0	41
39407	2	2	1.0	1	11	17	13	3	0	22	10	7	0	0	0	41
39409	2	2	1.0	1	12	11	13	2	0	26	10	7	0	0	0	40
39425	2	2	1.0	1	10	13	13	2	0	24	12	7	0	0	0	36
39428	2	2	1.0	1	10	12	13	2	0	22	11	7	0	0	0	42
39430	2	2	1.0	1	10	13	13	3	0	27	13	7	0	0	0	41
39431	2	2	1.0	1	10	15	15	2	0	23	10	7	0	0	0	41
39432	2	2	1.0	1	11	16	13	3	0	25	12	7	0	0	0	36
39517	2	2	1.0	1	10	12	13	2	2	21	10	7	0	0	0	22
39520	2	-1	1.0	1	2	11	13	2	0	21	2	7	0	0	0	21
39541	2	-1	1.0	1	2	11	13	2	0	21	2	7	0	0	0	21
39598	2	2	1.0	1	10	11	13	2	0	21	10	7	0	0	0	22
40282	1	-1	1.0	0	1	10	13	2	0	11	1	7	0	0	0	11
40577	2	2	1.0	1	10	12	13	2	0	24	12	7	0	0	0	37
40621	2	2	1.0	1	10	12	13	2	0	22	11	7	0	0	0	37
40930	2	2	1.0	1	11	12	13	2	0	23	10	7	0	0	0	44
40931	2	2	1.0	1	10	13	13	2	0	23	11	7	0	0	0	42
40934	2	2	1.0	1	11	12	13	2	9	21	11	7	1	0	0	43
40953	2	2	1.0	1	12	13	13	2	0	26	11	7	0	0	0	39
41009	2	2	1.0	1	11	12	13	2	3	23	11	7	0	0	0	37
41075	2	2	1.0	1	5	11	13	2	0	22	10	7	0	0	0	35
41259	2	2	1.0	1	9	11	13	2	0	21	8	7	0	0	0	32
41265	2	2	1.0	1	10	11	13	2	0	24	10	7	0	0	0	37
41288	2	2	1.0	1	10	13	13	4	1	25	10	7	0	0	0	38
42448	2	2	1.0	1	10	11	13	2	3	21	10	7	1	0	0	22
42499	2	2	1.0	1	10	11	13	2	3	21	10	7	1	0	0	22
42715	2	2	1.0	1	12	11	13	2	0	22	10	7	1	0	0	43
43749	2	2	1.0	1	2	21	23	2	1	22	10	7	1	0	0	36
45430	2	2	1.0	1	11	11	13	2	0	21	10	7	0	0	0	36
45434	2	2	1.0	1	10	11	13	2	0	22	10	7	0	0	0	37
45435	2	2	1.0	1	10	11	13	2	0	22	10	7	0	0	0	37
45641	1	-1	1.0	1	1	11	13	2	1	11	0	8	0	0	0	19
45969	-1	-1	1.0	0	0	1	1	4	2	3	0	9	0	0	0	1
46486	-1	-1	1.0	0	0	3	1	11	3	2	6	10	0	0	0	3
46781	-1	-1	1.0	0	0	0	1	0	0	1	0	9	0	0	0	0
46791	-1	-1	1.0	0	56	9	1	3	9	11	1	13	0	0	0	7
47311	1	-1	1.0	1	0	2	1	3	0	5	0	1	0	0	0	3
47625	2	2	1.0	1	0	4	6	3	6	5	8	6	0	0	0	19
47661	2	1	1.0	1	0	3	5	1	3	2	5	6	0	0	0	18
47776	-1	-1	1.0	0	2	0	5	3	10	1	9	2	0	0	0	0
48015	-1	-1	1.0	0	0	4	3	0	0	5	0	2	0	0	0	1
48081	-1	-1	1.0	0	0	1	4	2	0	0	7	1	0	9	0	0
48184	1	1	1.0	3	0	9	4	1	0	3	4	2	0	0	0	11
48216	2	2	1.0	1	0	11	6	2	6	3	30	3	0	0	0	38
48323	-1	-1	1.0	0	2	0	0	0	0	1	4	4	0	0	0	7
48734	2	1	1.0	1	0	3	3	4	2	1	4	7	0	0	0	9
48836	2	2	1.0	1	2	4	2	2	31	0	45	1	0	0	0	18
48852	2	2	1.0	3	1	1	0	0	29	0	35	1	0	0	0	21
48858	2	2	1.0	2	1	3	0	0	15	0	10	1	0	0	0	15
48864	-1	-1	1.0	0	1	5	15	8	2	8	1	5	0	0	0	16
56718	-1	-1	1.0	0	0	26	103	1	1	16	0	6	0	1	0	1
57211	-1	-1	1.0	0	0	26	104	1	1	16	0	7	0	1	0	1
58199	-1	1	1.0	0	3	26	12	1	0	4	7	13	0	1	0	11
58319	1	2	1.0	2	0	5	0	1	0	0	3	3	0	0	0	13
58349	1	1	1.0	2	0	2	0	0	3	0	3	3	0	0	0	10
58350	1	1	1.0	2	0	2	0	0	0	0	3	3	0	0	0	9
58422	-1	-1	1.0	0	0	2	0	2	4	6	1	15	0	1	0	5
58449	-1	-1	1.0	0	3	0	1	0	0	0	0	1	0	1	0	2
58697	-1	-1	1.0	0	0	0	0	0	14	0	0	1	0	0	0	0
58974	-1	-1	1.0	0	0	4	2	11	28	2	4	1	0	0	0	2
59183	1	1	1.0	2	0	5	2	0	7	2	5	0	0	0	0	9
59715	-1	-1	1.0	0	1	6	2	0	0	10	0	2	0	0	0	3
59857	-1	-1	1.0	0	0	3	2	0	0	8	0	2	0	0	0	3
59933	-1	-1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
60300	-1	1	1.0	1	0	3	2	0	0	8	10	4	0	0	0	8
60530	-1	-1	1.0	0	0	37	49	0	0	2	0	17	0	0	0	7
60533	-1	-1	1.0	0	0	28	29	0	0	2	0	1	0	0	0	3
60535	-1	-1	1.0	0	0	29	34	0	0	4	2	1	0	0	0	3
60540	-1	-1	1.0	1	0	26	26	0	0	2	1	1	0	0	0	8
60549	-1	1	1.0	0	0	20	20	3	0	4	1	4	0	0	0	11
60553	-1	-1	1.0	0	0	33	33	0	0	2	0	1	0	0	0	3
61478	-1	-1	1.0	0	0	6	6	0	27	2	1	69	0	0	0	3
62322	-1	-1	1.0	0	0	0	0	0	4	1	2	3	0	1	0	0
62495	-1	-1	1.0	1	4	5	0	3	0	7	2	5	0	0	0	4
63067	-1	-1	1.0	0	0	2	1	1	0	0	6	14	0	0	0	0
63098	-1	-1	1.0	0	0	3	1	3	0	0	4	15	0	0	0	0
63260	-1	-1	1.0	0	0	9	8	1	0	1	1	1	0	0	0	6
63450	-1	-1	1.0	0	0	9	9	2	1	0	1	1	0	0	0	2
