id,url,label
2543,"https://www.wolfson.ox.ac.uk/calendar-node-field-event-date/day/2015-06-16",1
2547,"https://www.wolfson.ox.ac.uk/event/oclw-seminar-%E2%80%98re-reading-anne-sexton%E2%80%99-0",1
2584,"https://www.ccc.ox.ac.uk/Transnational-and-Global-History-Seminar/",-1
2587,"http://www.ccc.ox.ac.uk/Fellows/",-1
2834,"http://www.zoo.ox.ac.uk/graduates/welcome",-1
2837,"http://aims.robots.ox.ac.uk",-1
2926,"http://www.tsu.ox.ac.uk/events/ht14_seminars/",2
2935,"http://www.tsu.ox.ac.uk/events/ht08_seminars/",2
2937,"http://www.tsu.ox.ac.uk/events/ht09_seminars/",2
2938,"http://www.tsu.ox.ac.uk/events/ht10_seminars/",2
2939,"http://www.tsu.ox.ac.uk/events/ht11_seminars/",2
2940,"http://www.tsu.ox.ac.uk/events/ht12_seminars/",2
3002,"http://www.geog.ox.ac.uk/alumni/leavers.html",-1
3004,"http://www.geog.ox.ac.uk/events/seminars/ht07_ocwr.html",2
3016,"http://www.geog.ox.ac.uk/events/seminars/ht07_climate.html",1
3020,"http://www.geog.ox.ac.uk/events/seminars/mt07_biodiversity.html",2
3021,"http://www.geog.ox.ac.uk/events/seminars/ht08_technologies.html",1
3027,"http://www.geog.ox.ac.uk/events/seminars/tt08_research.html",2
3029,"http://www.geog.ox.ac.uk/events/seminars/tt08_african.html",2
3040,"http://www.geog.ox.ac.uk/events/seminars/mt13_counting-differently.html",2
3042,"http://www.qeh.ox.ac.uk/events-1/seminar-series/african-history-politics-seminars",2
3137,"https://www.alumniweb.ox.ac.uk/new/legacies",-1
3176,"http://www.admin.ox.ac.uk/pras/aboutus/",-1
3233,"http://blogs.it.ox.ac.uk/engage/case-studies/",-1
3256,"http://blogs.it.ox.ac.uk/engage/social-media-michaelmas/23-things-for-research/?replytocom=3",-1
3259,"http://blogs.bodleian.ox.ac.uk/23things/sign-up/",-1
3263,"http://blogs.bodleian.ox.ac.uk/23things/schedule/",-1
3265,"http://courses.it.ox.ac.uk/detail/TIMTB",-1
3374,"http://blogs.it.ox.ac.uk/do/do-backing-up-your-data-to-the-hfs/",-1
3399,"http://blogs.bodleian.ox.ac.uk/23things/category/thing-6/",-1
3422,"http://blogs.bodleian.ox.ac.uk/23things/bonus-thing-6-2014/",-1
3423,"http://blogs.bodleian.ox.ac.uk/23things/thing-20-2014/",-1
3452,"http://blogs.it.ox.ac.uk/acit-rs-team/2013/08/",-1
3453,"http://blogs.it.ox.ac.uk/acit-rs-team/2013/03/",-1
3465,"http://blogs.it.ox.ac.uk/acit-rs-team/2015/03/",-1
3558,"http://dhoxss.humanities.ox.ac.uk/2014/DataCuration.html",-1
3561,"http://dhoxss.humanities.ox.ac.uk/2014/lectures.html",-1
3658,"http://blogs.it.ox.ac.uk/acit-rs-team/2014/10/08/how-to-get-data-out-of-a-google-spreadsheet-using-jsonp/",-1
3660,"http://blogs.it.ox.ac.uk/acit-rs-team/2013/12/02/3-month-report-november-2013-2/",-1
3677,"http://blogs.it.ox.ac.uk/acit-rs-team/team/",-1
3709,"http://blogs.it.ox.ac.uk/acit-rs-team/web-resources/",-1
3712,"http://blogs.it.ox.ac.uk/acit-rs-team/advice/digital-humanities/",-1
3838,"http://blogs.it.ox.ac.uk/ltg-casestudies/2012/08/23/open-educational-resources-a-contributors-case-study/",-1
3868,"http://blogs.it.ox.ac.uk/ltg-casestudies/2010/09/",-1
3874,"http://blogs.it.ox.ac.uk/ltg-casestudies/2011/01/",-1
3885,"http://blogs.it.ox.ac.uk/ltg-casestudies/2012/07/",-1
3891,"http://blogs.it.ox.ac.uk/ltg-casestudies/2015/04/",-1
3907,"http://blogs.it.ox.ac.uk/ltg-casestudies/category/innovative-practice/",-1
3933,"http://blogs.it.ox.ac.uk/engage/2013/09/23/social-media-michaelmas-2013-programe-launched/",-1
3951,"http://courses.it.ox.ac.uk/detail/ENAA",-1
3966,"http://blogs.it.ox.ac.uk/eet/category/training/",-1
3967,"http://blogs.it.ox.ac.uk/eet/category/uncategorized/",-1
3974,"http://blogs.it.ox.ac.uk/eet/category/seminar/",-1
4024,"http://blogs.it.ox.ac.uk/eet/events/",-1
4066,"http://blogs.it.ox.ac.uk/ltg-casestudies/category/libraries/",-1
4285,"http://blogs.it.ox.ac.uk/engage/the-guide/how-to-do-it/",-1
4287,"http://blogs.it.ox.ac.uk/engage/the-guide/the-role-of-it/",-1
4314,"http://blogs.it.ox.ac.uk/engage/author/lizm/",-1
4344,"http://courses.it.ox.ac.uk/detail/TZW7",-1
4368,"http://www.bodleian.ox.ac.uk/science/use/printing",-1
4480,"http://www.learning.ox.ac.uk/resources/cetl/research/",-1
4505,"http://www.admin.ox.ac.uk/uohs/policies-guidance/alcdrug/",-1
4582,"http://www.club.ox.ac.uk/accommodation",-1
4602,"http://www.club.ox.ac.uk/cafe-and-bar/12-bar-menu",-1
4886,"http://www.lmh.ox.ac.uk/getdoc/e7a56e68-93ee-41be-a23b-8e9a1829fa95/Seminars.aspx",-1
4944,"http://www.admin.ox.ac.uk/estates/ourservices/fm/",-1
5279,"http://hcr.bnc.ox.ac.uk/",-1
5471,"http://users.ox.ac.uk/~croquet/oucc/join.shtml",-1
5844,"http://www.mansfield.ox.ac.uk/alumni/database.html?type=0",-1
6810,"https://cms.uas.ox.ac.uk/terminalfour/SiteManager?ceid=507102501&ctfn=download&fnno=60",-1
6826,"http://www.odl.ox.ac.uk/vacancies.htm",-1
6959,"http://photos.prm.ox.ac.uk/luo/photo/1998.206.4.1/",-1
7164,"http://england.prm.ox.ac.uk/englishness-lace-makers-bobbins.html",-1
7165,"http://england.prm.ox.ac.uk/englishness-british-cavalry-sabre.html",-1
7317,"http://england.prm.ox.ac.uk/englishness-Mary-MacLeod-Banks.html",-1
7340,"http://england.prm.ox.ac.uk/englishness-anthropology-and-technology.html",-1
7352,"http://england.prm.ox.ac.uk/englishness-Blackwood-and-technology.html",-1
7643,"http://www.prm.ox.ac.uk/LGweb/body/body6.htm",-1
8124,"http://history.prm.ox.ac.uk/",-1
8370,"http://onlinesupport.conted.ox.ac.uk/",-1
8953,"http://tibet.prm.ox.ac.uk/tibet_collections.html",-1
9033,"http://tibet.prm.ox.ac.uk/thumbnails_collection_Hopkinson.html",-1
9710,"http://www.oum.ox.ac.uk/thezone/rocks/cycle/stage8.htm",-1
9831,"http://www.oum.ox.ac.uk/thezone/animals/extinct/whale2.htm",-1
9856,"http://www.oum.ox.ac.uk/educate/families.htm",-1
9936,"http://www.stx.ox.ac.uk/saugman-common-room/",-1
10437,"http://www.ashmus.ox.ac.uk/exhibitions/eyeoftheneedle/shop/",-1
10507,"http://www.ashmus.ox.ac.uk/departments/easternart/",-1
10623,"http://www.stx.ox.ac.uk/about-st-cross",-1
10697,"http://www.admin.ox.ac.uk/uas/events/",-1
10999,"http://www.nuffield.ox.ac.uk/Lists/Events/Past%20seminars.aspx?FilterField1=Seminar_x0020_Series&FilterValue1=Economic+Theory+Lunchtime+Workshop&SortDir=Desc&SortField=EventDate&View=%7Bf246154c-d88c-4093-80c0-acd07afcd1c2%7D",2
11003,"http://www.politics.ox.ac.uk/about-the-website.html",-1
11044,"http://www.qeh.ox.ac.uk/events-1/video/ggd_spkr_281013",-1
11049,"http://www.qeh.ox.ac.uk/events-1/special-events/other-special-events",2
11051,"http://www.qeh.ox.ac.uk/events-1/special-events/ggd-public-speaker-series",2
11055,"http://www.qeh.ox.ac.uk/events-1/special-events/olof-palme-lectures",1
11058,"http://www.qeh.ox.ac.uk/events-1/seminar-series/young-lives-research-bites",-1
11059,"http://www.qeh.ox.ac.uk/events-1/seminar-series/rsc-work-in-progress-seminars",2
11060,"http://www.qeh.ox.ac.uk/events-1/seminar-series/rsc-public-seminars",2
11061,"http://www.qeh.ox.ac.uk/events-1/seminar-series/ophi-lunchtime-seminars",-1
11062,"http://www.qeh.ox.ac.uk/events-1/seminar-series/imi-seminars",-1
11064,"http://www.qeh.ox.ac.uk/events-1/seminar-series/ict4d-seminars",-1
11067,"http://www.qeh.ox.ac.uk/events-1/seminar-series",2
11072,"http://www.qeh.ox.ac.uk/research/research-networks/dherg",-1
11128,"http://www.qeh.ox.ac.uk/study/study-video",-1
11257,"http://www.qeh.ox.ac.uk/events-1/eventseries?diary_ref=IMTT15",2
11264,"http://www.qeh.ox.ac.uk/events-1/eventseries?diary_ref=RITT15",2
11336,"http://www.nuffield.ox.ac.uk/Lists/Events/DisplayEvent.aspx?ID=184&ContentTypeId=0x0102006EDF95792CB4B44B9A598C4AF14FFD39",1
11340,"http://www.nuffield.ox.ac.uk/Lists/Events/DisplayEvent.aspx?ID=595&ContentTypeId=0x0102006EDF95792CB4B44B9A598C4AF14FFD39",1
11342,"http://www.nuffield.ox.ac.uk/Lists/Events/DisplayEvent.aspx?ID=545&ContentTypeId=0x0102006EDF95792CB4B44B9A598C4AF14FFD39",1
11394,"http://www.st-hildas.ox.ac.uk/graduate-study/graduate-study-fees-and-funding",-1
11404,"http://www.st-hildas.ox.ac.uk/research-archives/senior-common-room-seminars",-1
11558,"http://www.st-hildas.ox.ac.uk/archive/archive-contacting-archive",-1
11569,"http://www.st-hildas.ox.ac.uk/our-history/college-history-dances-and-dancing",-1
11719,"https://web.maillist.ox.ac.uk/ox/get_pending_lists",-1
12120,"http://www.nuffield.ox.ac.uk/Pages/test.aspx",-1
12189,"http://www.oxcarre.ox.ac.uk/index.php/Seminars/",2
12358,"http://www.nuffield.ox.ac.uk/Lists/noticeboard/DispForm.aspx?ID=34&ContentTypeId=0x010048CF6EDAD6A2644A8DC02CCDAA01E093",-1
12592,"http://www.law.ox.ac.uk/postgraduate/eldon_scholars.php",-1
12748,"http://bordercriminologies.law.ox.ac.uk/privacy-policy/",-1
12761,"http://bordercriminologies.law.ox.ac.uk/2013/06/",-1
12767,"http://bordercriminologies.law.ox.ac.uk/2014/04/",-1
12790,"http://bordercriminologies.law.ox.ac.uk/events/border-criminologies/past/",-1
12793,"http://bordercriminologies.law.ox.ac.uk/events/",-1
12811,"http://bordercriminologies.law.ox.ac.uk/reseach/",-1
12883,"http://apv.crim.ox.ac.uk/addressing-child-to-parent-violence-in-oxfordshire-the-work-of-the-youth-offending-service-and-the-development-of-a-new-programme/",-1
12946,"http://apv.crim.ox.ac.uk/invited-papers-and-conference-presentations/",-1
12954,"http://otjr.crim.ox.ac.uk/index.php/podcasts/seminars",-1
12964,"http://otjr.crim.ox.ac.uk/index.php/component/com_cck/Itemid,133/search,seminars/task,search/view,list/",2
13006,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/26/cant-find-the-title-you-need-for-your-research-learn-how-you-can-recommend-a-book-to-us/",-1
13010,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/11/bodleian-iskills-in-week-5/",2
13013,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/11/bodleian-iskills-in-week-5/?shared=email&msg=fail",2
13018,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/24/bodleian-iskills-in-week-7/",2
13021,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/24/bodleian-iskills-in-week-7/?shared=email&msg=fail",2
13025,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/16/ssl-ereadings-survey/",-1
13028,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/23/maintenance-work-in-the-ssl-discussion-room-area-wednesday-4th-march/",-1
13029,"http://courses.it.ox.ac.uk/detail/TZW6",-1
13033,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/14/graduate-search-clinic-using-google-for-academic-research/",-1
13035,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/02/maintenance-work-taking-place-at-the-ssl-this-wednesday-4th-march/",-1
13040,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/04/think-green-save-paper/",-1
13046,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/15/scheduled-power-outage-reduced-library-services-15th-to-18th-may/",-1
13054,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/12/graduate-search-clinic-your-dphil-your-librarian-and-you/?shared=email&msg=fail",-1
13057,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/20/change-of-date-your-dphil-your-librarian-and-you/",1
13063,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/20/change-of-date-your-dphil-your-librarian-and-you/?shared=email&msg=fail",1
13151,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/25/finishing-your-degree-this-summer-info-on-returning-books-and-paying-fines/?shared=email&msg=fail",-1
13248,"http://blogs.bodleian.ox.ac.uk/ssl/category/pcas-downtime/",-1
13253,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/26/pcas-upgrade-complete/",-1
13304,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/20/global-multidimensional-poverty-interactive-databank/",-1
13308,"http://blogs.bodleian.ox.ac.uk/ssl/2014/06/13/wiser-sessions-in-week-8-protecting-you-work-and-open-access/",1
13339,"http://blogs.bodleian.ox.ac.uk/ssl/2014/04/28/keep-up-to-date-with-library-news/",-1
13341,"http://blogs.bodleian.ox.ac.uk/ssl/2014/11/26/mt-8th-week-vacation-loans-start/",-1
13358,"http://blogs.bodleian.ox.ac.uk/ssl/2014/12/08/1027/",-1
13368,"http://blogs.bodleian.ox.ac.uk/ssl/2014/10/31/e-resources-trials-us-magazine-archives/",-1
13386,"http://blogs.bodleian.ox.ac.uk/ssl/category/e-resources/trial/",-1
13407,"http://blogs.bodleian.ox.ac.uk/ssl/category/scan-deliver/",-1
13413,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/09/take-the-ssl-on-holiday-4/",-1
13416,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/03/bodleian-iskills-your-thesis-copyright-and-ora/",1
13436,"http://blogs.bodleian.ox.ac.uk/ssl/2014/10/27/ssl-ereadings/",-1
13455,"http://www.bodleian.ox.ac.uk/education/about-us",-1
13514,"http://blogs.bodleian.ox.ac.uk/ssl/2014/02/11/find-out-about-what-equipment-and-stationery-you-can-borrow-or-buy-at-the-ssl/",-1
13533,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/18/the-bodleian-data-library-find-out-more-about-this-useful-resource-for-students-and-researchers-using-statistics-and-data/",-1
13543,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/18/bank-hol-monday-ssl-opening-hours-25th-may/?shared=email&msg=fail",-1
13546,"http://www.bodleian.ox.ac.uk/eebotcp/sect/2013/11/bodleian-digital-seminar-series/?utm_campaign=bodleian-digital-seminar-series&utm_medium=rss&utm_source=rss",1
13557,"http://blogs.bodleian.ox.ac.uk/ssl/2014/05/20/bank-holiday-monday-26th-may-opening-hours/?shared=email&msg=fail",-1
13561,"http://blogs.bodleian.ox.ac.uk/ssl/2014/06/09/review-of-weekend-opening-hours/",-1
13575,"http://blogs.bodleian.ox.ac.uk/ssl/2014/11/17/ssl-weekend-opening-hours-survey/",-1
13583,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/06/term-time-opening-hours-begin-on-sunday-11th-january/",-1
13587,"http://blogs.bodleian.ox.ac.uk/ssl/category/easter-holiday-closure/",-1
13599,"http://blogs.bodleian.ox.ac.uk/a-z",-1
13612,"http://blogs.bodleian.ox.ac.uk/articles/2015/06",-1
13613,"http://blogs.bodleian.ox.ac.uk/category/libraries",-1
13615,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/19/ssl-core-collection-of-print-journals/",-1
13617,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/19/bodleian-iskills-newspapers-and-other-online-news-sources-from-the-17th-20th-centuries/",1
13624,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/20/new-books-added-to-ssl-stock-in-april-2015/?shared=email&msg=fail",-1
13631,"http://blogs.bodleian.ox.ac.uk/ssl/2014/06/12/new-books-added-to-stock-in-may/?shared=email&msg=fail",-1
13679,"http://blogs.bodleian.ox.ac.uk/ssl/2014/02/13/ssl-hilary-term-newsletter/",-1
13684,"http://blogs.bodleian.ox.ac.uk/ssl/2014/05/27/ssl-trinity-term-newsletter/",-1
13694,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/16/ssl-hilary-term-newsletter-2015/",-1
13695,"http://blogs.bodleian.ox.ac.uk/ssl/category/keeping-up-to-date/facebook/",-1
13702,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/16/ssl-hilary-term-newsletter-2015/?shared=email&msg=fail",-1
13739,"http://blogs.bodleian.ox.ac.uk/ssl/author/craigfinlay/",-1
13752,"http://canvas1.bodleian.ox.ac.uk/mmap/music-index.php",-1
13773,"http://blogs.bodleian.ox.ac.uk/ssl/author/dawnyoung/page/3/",-1
14012,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/08/possible-disruption-to-our-library-entry-gate-tues-12th-may/",-1
14014,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/11/last-date-for-receipt-of-book-recommendations-19th-june/",-1
14021,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/12/work-delayed-library-entry-gate-work-now-taking-place-on-tues-19th-may/",-1
14044,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/13/let-the-ssl-library-staff-help-you-during-the-run-up-to-your-exams/?shared=email&msg=fail",-1
14059,"http://serica.bodleian.ox.ac.uk/browse?category_number=142",-1
14068,"http://blogs.bodleian.ox.ac.uk/ssl/2014/08/",-1
14071,"http://blogs.bodleian.ox.ac.uk/ssl/2014/01/",-1
14081,"http://blogs.bodleian.ox.ac.uk/ssl/2014/10/",-1
14083,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/",1
14086,"http://blogs.bodleian.ox.ac.uk/ssl/2015/04/",1
14089,"http://blogs.bodleian.ox.ac.uk/ssl/2014/03/03/ssl-love-books-project/",-1
14100,"http://blogs.bodleian.ox.ac.uk/ssl/2015/05/page/2/",-1
14107,"http://www.economics.ox.ac.uk/Groups/behavioural-economics",-1
14120,"http://blogs.bodleian.ox.ac.uk/ssl/2015/04/21/bodleian-iskills-finding-stuff-scholarly-literature-for-your-research/?shared=email&msg=fail",1
14124,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/04/wed-4th-march-maintenance-work-completed/",-1
14136,"http://blogs.bodleian.ox.ac.uk/taylorian/",-1
14168,"http://blogs.bodleian.ox.ac.uk/ssl/2015/04/27/laptop-free-zone-trial/",-1
14184,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/21/refworks-for-humanities-2/?shared=email&msg=fail",-1
14196,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/03/bodleian-iskills-your-thesis-copyright-and-ora/?shared=email&msg=fail",1
14198,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/22/student-it-innovation-seed-fund-2015/",-1
14200,"http://blogs.bodleian.ox.ac.uk/ssl/2015/03/04/wed-4th-march-maintenance-work-completed/?shared=email&msg=fail",-1
14206,"http://blogs.bodleian.ox.ac.uk/ssl/2015/01/page/2/",1
14210,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/16/bodleian-iskills-getting-information-to-come-to-you-2/",1
14214,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/20/bodleian-iskills-mendeley-for-reference-management-2/",1
14215,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/16/bodleian-iskills-getting-information-to-come-to-you-2/?shared=email&msg=fail",1
14218,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/20/bodleian-iskills-mendeley-for-reference-management-2/?shared=email&msg=fail",1
14221,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/02/ssl-space-survey-have-your-say/",-1
14245,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/05/bodleian-iskills-finding-and-converting-geospatial-data/?shared=email&msg=fail",1
14246,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/02/ssl-space-survey-have-your-say/?shared=email&msg=fail",-1
14247,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/03/new-e-journal-new-eastern-europe/",-1
14249,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/03/new-e-journal-new-eastern-europe/?shared=email&msg=fail",-1
14252,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/04/new-eresources-the-nation-national-review-the-new-republic-digital-archives/",-1
14253,"http://blogs.bodleian.ox.ac.uk/ssl/2015/02/05/bodleian-iskills-finding-and-converting-geospatial-data/",1
14277,"http://blogs.bodleian.ox.ac.uk/ssl/2014/10/15/open-access-week-20th-24th-october-2014/",-1
14295,"http://blogs.bodleian.ox.ac.uk/ssl/2014/11/07/graduate-search-clinic-managing-your-social-science-research-data-from-beginning-to-end-11th-nov/?shared=email&msg=fail",-1
14299,"http://blogs.bodleian.ox.ac.uk/ssl/2014/11/10/take-a-seat-study-areas-in-the-ssl/",-1
14302,"http://blogs.bodleian.ox.ac.uk/ssl/2014/10/16/bodleian-iskills-reference-management-and-ora/",-1
14311,"http://blogs.bodleian.ox.ac.uk/ssl/2014/10/20/q-step-centre-teaching-lab/",-1
14385,"http://blogs.bodleian.ox.ac.uk/ssl/2014/02/25/wiser-workshops-in-weeks-6-and-7-e-books-and-e-readers-open-access-and-refworks-for-science-and-social-sciences/",-1
14396,"http://blogs.bodleian.ox.ac.uk/ssl/2014/02/28/talk-in-week-7-open-access-moocs-and-open-educational-resources/",1
14399,"http://blogs.bodleian.ox.ac.uk/ssl/2014/02/28/talk-in-week-7-open-access-moocs-and-open-educational-resources/?shared=email&msg=fail",1
14404,"http://blogs.bodleian.ox.ac.uk/ssl/2014/09/05/saving-oxford-medicine-oxfam-archive-cataloguing-update/",-1
14418,"http://blogs.bodleian.ox.ac.uk/ssl/2014/02/04/wiser-workshops-in-week-4-digital-images-and-finding-stuff/",-1
14435,"http://blogs.bodleian.ox.ac.uk/ssl/2014/06/19/door-trouble-at-the-ssl/",-1
14437,"http://blogs.bodleian.ox.ac.uk/ssl/2014/06/13/wiser-sessions-in-week-8-protecting-you-work-and-open-access/?shared=email&msg=fail",1
14446,"http://blogs.bodleian.ox.ac.uk/ssl/category/open-day-tours/",-1
14452,"http://blogs.bodleian.ox.ac.uk/ssl/2014/06/30/ppe-open-day-tours-wed-2nd-and-thurs-3rd-july/",-1
14479,"http://blogs.bodleian.ox.ac.uk/ssl/2014/05/28/wiser-workshops-in-week-6-citation-analysis-tools-refworks-and-open-access-oxford/",-1
14518,"https://twitter.com/intent/tweet?via=SSLBod&text=Graduate+Search+Clinic+coming+up+in+Week+1%2C+Trinity+Term&url=http%3A%2F%2Fblogs.bodleian.ox.ac.uk%2Fssl%2F2014%2F04%2F24%2Fgraduate-search-clinic-coming-up-in-week-1-trinity-term%2F",-1
14526,"http://blogs.bodleian.ox.ac.uk/ssl/2014/04/30/you-said-it-we-did-it/",-1
14535,"http://blogs.bodleian.ox.ac.uk/ssl/category/training-sessions/wiser/",2
14556,"http://blogs.bodleian.ox.ac.uk/ssl/2014/08/01/possible-delays-in-book-delivery-service-july-september/?shared=email&msg=fail",-1
14568,"http://blogs.bodleian.ox.ac.uk/ssl/2014/03/17/ssl-opening-hours-during-vacation/",-1
14573,"http://blogs.bodleian.ox.ac.uk/ssl/2015/06/",-1
14576,"http://blogs.bodleian.ox.ac.uk/ssl/category/training-sessions/",2
14577,"http://blogs.bodleian.ox.ac.uk/ssl/category/training-sessions/bodleian-iskills/",2
14580,"http://blogs.bodleian.ox.ac.uk/ssl/category/training-sessions/bodleian-iskills/page/2/",2
14581,"http://blogs.bodleian.ox.ac.uk/ssl/category/training-sessions/page/2/",2
14588,"http://blogs.bodleian.ox.ac.uk/ssl/category/training-sessions/page/3/",2
14687,"http://www.it.ox.ac.uk/want/get-started/rules",-1
15298,"http://www.bodleian.ox.ac.uk/ssl/how/renew",-1
15384,"http://portal.stats.ox.ac.uk/userdata/proteins/newWebsite/members",-1
15529,"http://libguides.bodleian.ox.ac.uk/english-freshers-guide",-1
15589,"http://solo.bodleian.ox.ac.uk/primo_library/libweb/action/search.do?ct=AdvancedSearch&mode=Advanced",-1
15840,"http://www.sant.ox.ac.uk/events/events-archive",2
15843,"http://www.sant.ox.ac.uk/events",2
17931,"http://www.oxfordmartin.ox.ac.uk/videos/view/4",-1
18037,"http://www.oxfordmartin.ox.ac.uk/videos/view/462",-1
18550,"http://www.oii.ox.ac.uk/legal/privacy.cfm",-1
18573,"http://www.oii.ox.ac.uk/events/",2
18590,"http://blogs.oii.ox.ac.uk/policy/author/mark-graham/",-1
18610,"http://www.oii.ox.ac.uk/events/?id=719",1
18611,"http://www.oii.ox.ac.uk/events/?id=729",1
18973,"http://www.inet.ox.ac.uk/events/",2
19009,"http://www.inet.ox.ac.uk/library/view/303",-1
19085,"http://www.emod.ox.ac.uk/content/nuffield-econometricinet-seminars-0",1
19087,"http://www.emod.ox.ac.uk/content/nuffield-econometricinet-seminar-18",1
19101,"http://www.emod.ox.ac.uk/content/nuffield-econometricinet-seminar-0",1
19135,"http://www.inet.ox.ac.uk/events/past?page=3&page=3",2
